Mes_Referencia;Arquivo_Origem;Quota_Codigo;Quota_Nome;Tipo_Linha;Data;Parcela;Valor_Original;Tipo;Valor_Num
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;DETALHE;24.08.2022;SIMPLES NACION.;13.357_30C;C;13357.3
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;24.08.2022;TOTAL NA DATA;13.357_30C;C;13357.3
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;DETALHE;25.08.2022;SIMPLES NACION.;148_20C;C;148.2
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;25.08.2022;TOTAL NA DATA;148_20C;C;148.2
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;DETALHE;26.08.2022;SIMPLES NACION.;56_42C;C;56.42
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;26.08.2022;TOTAL NA DATA;56_42C;C;56.42
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;DETALHE;29.08.2022;SIMPLES NACION.;5_00C;C;5.0
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;29.08.2022;TOTAL NA DATA;5_00C;C;5.0
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;DETALHE;30.08.2022;SIMPLES NACION.;19_83C;C;19.83
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;30.08.2022;TOTAL NA DATA;19_83C;C;19.83
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;DETALHE;31.08.2022;SIMPLES NACION.;31_08C;C;31.08
2022-08;demonstrativoDAF (51).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;31.08.2022;TOTAL NA DATA;31_08C;C;31.08
2022-09;demonstrativoDAF (62).csv;;;TOTAL_PERIODO;;DEBITO BENEF.;1.325.744_31D;D;-1325744.31
2022-09;demonstrativoDAF (62).csv;;;TOTAL_PERIODO;;CREDITO BENEF.;3.053.664_76C;C;3053664.76
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;44_69D;D;-44.69
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_PARCELA;;LC 176/2020;4.469_49C;C;4469.49
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;44_69D;D;-44.69
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;4.469_49C;C;4469.49
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);DETALHE;30.09.2022;RETENCAO PASEP;44_69D;D;-44.69
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);DETALHE;30.09.2022;LC 176/2020;4.469_49C;C;4469.49
2022-09;demonstrativoDAF (62).csv;ADO;LC 176/2020 (ADO25);TOTAL_NA_DATA;30.09.2022;TOTAL NA DATA;4.424_80C;C;4424.8
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ITR;2.837_27C;C;2837.27
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM IPVA;13.257_91C;C;13257.91
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ITCMD;8.276_97C;C;8276.97
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM IPI-EXP;4.215_93C;C;4215.93
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ICMS EST;269.676_66C;C;269676.66
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ICMS-EST;87.422_05C;C;87422.05
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM FPE;32.510_64C;C;32510.64
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM FPM;79.786_99C;C;79786.99
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;IPI-EXP AJ;4_55D;D;-4.55
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ITR AJUSTE;0_33D;D;-0.33
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;IPVA AJUSTE;69_70D;D;-69.7
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ITCMD AJUSTE;9_47D;D;-9.47
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ICMS AJUSTE;307_91D;D;-307.91
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ICMS TRIB 19 AJ;98_06D;D;-98.06
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;FPE AJUSTE;43_26D;D;-43.26
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;FPM AJUSTE;106_29D;D;-106.29
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;639_57D;D;-639.57
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;497.984_42C;C;497984.42
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;06.09.2022;ORIGEM ICMS-EST;5.091_14C;C;5091.14
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;06.09.2022;TOTAL NA DATA;5.091_14C;C;5091.14
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;08.09.2022;ORIGEM IPVA;3.967_24C;C;3967.24
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;08.09.2022;ORIGEM ITCMD;2.732_45C;C;2732.45
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;08.09.2022;ORIGEM ICMS EST;18.160_84C;C;18160.84
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;08.09.2022;TOTAL NA DATA;24.860_53C;C;24860.53
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.09.2022;ORIGEM ITR;582_44C;C;582.44
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.09.2022;ORIGEM IPI-EXP;2.510_09C;C;2510.09
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.09.2022;ORIGEM FPE;18.495_18C;C;18495.18
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.09.2022;ORIGEM FPM;45.318_12C;C;45318.12
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;09.09.2022;TOTAL NA DATA;66.905_83C;C;66905.83
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;13.09.2022;ORIGEM ICMS-EST;12.537_36C;C;12537.36
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;13.09.2022;TOTAL NA DATA;12.537_36C;C;12537.36
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;14.09.2022;ORIGEM IPVA;2.951_30C;C;2951.3
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;14.09.2022;ORIGEM ITCMD;1.346_59C;C;1346.59
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;14.09.2022;ORIGEM ICMS EST;105.161_61C;C;105161.61
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;14.09.2022;TOTAL NA DATA;109.459_50C;C;109459.5
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;20.09.2022;ORIGEM ITR;549_88C;C;549.88
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;20.09.2022;ORIGEM IPI-EXP;889_13C;C;889.13
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;20.09.2022;ORIGEM ICMS-EST;53.805_67C;C;53805.67
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;20.09.2022;ORIGEM FPE;3.558_03C;C;3558.03
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;20.09.2022;ORIGEM FPM;8.765_72C;C;8765.72
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;20.09.2022;TOTAL NA DATA;67.568_43C;C;67568.43
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;21.09.2022;ORIGEM IPVA;3.341_75C;C;3341.75
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;21.09.2022;ORIGEM ITCMD;2.284_14C;C;2284.14
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;21.09.2022;ORIGEM ICMS EST;98.977_99C;C;98977.99
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;21.09.2022;TOTAL NA DATA;104.603_88C;C;104603.88
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;27.09.2022;ORIGEM ICMS-EST;15.987_88C;C;15987.88
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;27.09.2022;TOTAL NA DATA;15.987_88C;C;15987.88
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;28.09.2022;ORIGEM IPVA;2.997_62C;C;2997.62
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;28.09.2022;ORIGEM ITCMD;1.913_79C;C;1913.79
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;28.09.2022;ORIGEM ICMS EST;47.376_22C;C;47376.22
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;28.09.2022;TOTAL NA DATA;52.287_63C;C;52287.63
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ORIGEM ITR;1.704_95C;C;1704.95
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ORIGEM IPI-EXP;816_71C;C;816.71
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ORIGEM FPE;10.457_43C;C;10457.43
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ORIGEM FPM;25.703_15C;C;25703.15
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;IPI-EXP AJ;4_55D;D;-4.55
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ITR AJUSTE;0_33D;D;-0.33
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;IPVA AJUSTE;69_70D;D;-69.7
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ITCMD AJUSTE;9_47D;D;-9.47
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ICMS AJUSTE;307_91D;D;-307.91
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;ICMS TRIB 19 AJ;98_06D;D;-98.06
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;FPE AJUSTE;43_26D;D;-43.26
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.09.2022;FPM AJUSTE;106_29D;D;-106.29
2022-09;demonstrativoDAF (62).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;30.09.2022;TOTAL NA DATA;38.042_67C;C;38042.67
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_PARCELA;;COTA-PARTE;45.994_64C;C;45994.64
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;459_94D;D;-459.94
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;459_94D;D;-459.94
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;45.994_64C;C;45994.64
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;28.09.2022;COTA-PARTE;31.989_28C;C;31989.28
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;28.09.2022;RETENCAO PASEP;319_89D;D;-319.89
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_NA_DATA;28.09.2022;TOTAL NA DATA;31.669_39C;C;31669.39
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;29.09.2022;COTA-PARTE;14.005_36C;C;14005.36
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;29.09.2022;RETENCAO PASEP;140_05D;D;-140.05
2022-09;demonstrativoDAF (62).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_NA_DATA;29.09.2022;TOTAL NA DATA;13.865_31C;C;13865.31
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;PARCELA DE IPI;152.248_36C;C;152248.36
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;PARCELA DE IR;1.340.932_99C;C;1340932.99
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;14.931_78D;D;-14931.78
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RFB-PREV-OB COR;426.559_89D;D;-426559.89
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RFB-PREV-OB DEV;82.659_22D;D;-82659.22
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RFB-PREV-PARC60;91.388_79D;D;-91388.79
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;202.035_39D;D;-202035.39
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;DEDUCAO FUNDEB;269.380_55D;D;-269380.55
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;1.086.955_62D;D;-1086955.62
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;1.493.181_35C;C;1493181.35
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;PARCELA DE IPI;95.544_41C;C;95544.41
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;PARCELA DE IR;815.759_88C;C;815759.88
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;RETENCAO PASEP;9.113_03D;D;-9113.03
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;RFB-PREV-OB COR;426.559_89D;D;-426559.89
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;RFB-PREV-OB DEV;63.056_61D;D;-63056.61
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;DEDUCAO SAUDE;114.753_85D;D;-114753.85
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;09.09.2022;DEDUCAO FUNDEB;153.005_15D;D;-153005.15
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_NA_DATA;09.09.2022;TOTAL NA DATA;144.815_76C;C;144815.76
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;PARCELA DE IPI;29.555_56C;C;29555.56
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;PARCELA DE IR;118.420_55C;C;118420.55
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;RETENCAO PASEP;1.479_75D;D;-1479.75
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;RFB-PREV-OB DEV;19.602_61D;D;-19602.61
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;RFB-PREV-PARC60;75.102_12D;D;-75102.12
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;DEDUCAO SAUDE;22.196_41D;D;-22196.41
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.09.2022;DEDUCAO FUNDEB;29.595_22D;D;-29595.22
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_NA_DATA;20.09.2022;TOTAL NA DATA;0_00C;C;0.0
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.09.2022;PARCELA DE IPI;27.148_39C;C;27148.39
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.09.2022;PARCELA DE IR;406.752_56C;C;406752.56
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.09.2022;RETENCAO PASEP;4.339_00D;D;-4339.0
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.09.2022;RFB-PREV-PARC60;16.286_67D;D;-16286.67
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.09.2022;DEDUCAO SAUDE;65.085_13D;D;-65085.13
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.09.2022;DEDUCAO FUNDEB;86.780_18D;D;-86780.18
2022-09;demonstrativoDAF (62).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_NA_DATA;30.09.2022;TOTAL NA DATA;261.409_97C;C;261409.97
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;ORIGEM FPM;202.035_39C;C;202035.39
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;REF.ICMS ESTADO;92.685_19C;C;92685.19
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;ORIGEM ITR;8.492_52C;C;8492.52
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;ORIGEM IPM;1.106_25C;C;1106.25
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;0_00D;D;-0.0
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;304.319_35C;C;304319.35
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;06.09.2022;REF.ICMS ESTADO;5.397_64C;C;5397.64
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;06.09.2022;TOTAL NA DATA;5.397_64C;C;5397.64
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;09.09.2022;ORIGEM FPM;114.753_85C;C;114753.85
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;09.09.2022;ORIGEM ITR;346_32C;C;346.32
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;09.09.2022;ORIGEM IPM;658_65C;C;658.65
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;09.09.2022;TOTAL NA DATA;115.758_82C;C;115758.82
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;13.09.2022;REF.ICMS ESTADO;13.292_16C;C;13292.16
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;13.09.2022;TOTAL NA DATA;13.292_16C;C;13292.16
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;20.09.2022;ORIGEM FPM;22.196_41C;C;22196.41
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;20.09.2022;REF.ICMS ESTADO;57.044_98C;C;57044.98
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;20.09.2022;ORIGEM ITR;4.809_62C;C;4809.62
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;20.09.2022;ORIGEM IPM;233_30C;C;233.3
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;20.09.2022;TOTAL NA DATA;84.284_31C;C;84284.31
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;27.09.2022;REF.ICMS ESTADO;16.950_41C;C;16950.41
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;27.09.2022;TOTAL NA DATA;16.950_41C;C;16950.41
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;30.09.2022;ORIGEM FPM;65.085_13C;C;65085.13
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;30.09.2022;ORIGEM ITR;3.336_58C;C;3336.58
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;DETALHE;30.09.2022;ORIGEM IPM;214_30C;C;214.3
2022-09;demonstrativoDAF (62).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;30.09.2022;TOTAL NA DATA;68.636_01C;C;68636.01
2022-09;demonstrativoDAF (62).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;COTA-PARTE;617.901_44C;C;617901.44
2022-09;demonstrativoDAF (62).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;92.685_19D;D;-92685.19
