Folha;Data_Contabil;Data_Lancamento;Historico;Detalhe;Lote;Banco;Origem;Documento;Valor;Tipo;Saldo;Eh_Cheque;Notas
1/5;07.03.2022;;870-Transferência recebida;07/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.000,00;C;;Nao;
1/5;07.03.2022;;870-Transferência recebida;07/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.980,00;C;;Nao;
1/5;07.03.2022;;870-Transferência recebida;07/03 1765 12211-4 PREF MUNIC CEN;99015;;;551765000012211;3.600,00;C;;Nao;
1/5;07.03.2022;;002-Cheque;07/03 00:00 CENTENARIO DO SUL PR;12162;;;852041;1.800,00;D;;Sim;
1/5;07.03.2022;;002-Cheque;07/03 00:00 CENTENARIO DO SUL PR;12162;;;852042;2.520,00;D;;Sim;
1/5;07.03.2022;;002-Cheque;07/03 00:00 CENTENARIO DO SUL PR;12162;;;852043;1.500,00;D;;Sim;
1/5;07.03.2022;;002-Cheque;07/03 00:00 CENTENARIO DO SUL PR;12162;;;852070;3.500,00;D;;Sim;
1/5;07.03.2022;;002-Cheque;07/03 00:00 CENTENARIO DO SUL PR;12162;;;852070;3.900,00;D;;Sim;
1/5;07.03.2022;;002-Cheque;07/03 00:00 CENTENARIO DO SUL PR;12162;;;852078;4.000,00;D;;Sim;
2/5;07.03.2022;;102-Cheque Compensado;;13079;1;1981;852044;3.847,25;D;;Sim;
2/5;07.03.2022;;855-BB CP Automatico S Publico;;;;;070;2.504,10;C;;Nao;
2/5;07.03.2022;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;852044;3.847,25;C;;Sim;
2/5;07.03.2022;;248-Estorno Resgate Automático;;;;;070;2.504,10;D;;Nao;
2/5;07.03.2022;;855-BB CP Automatico S Publico;;;;;070;2.140,00;C;0,00 C;Nao;
2/5;08.03.2022;;870-Transferência recebida;08/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.000,00;C;;Nao;
2/5;08.03.2022;;870-Transferência recebida;08/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
2/5;08.03.2022;;002-Cheque;08/03 00:00 CENTENARIO DO SUL PR;12162;;;852045;812,00;D;;Sim;
2/5;08.03.2022;;202-Taxa BACEN Devolução Docum;Cobrança referente 08/03/2022;13113;;;852044;0,35;D;;Nao;
2/5;08.03.2022;;345-BB CP Automatico S Publico;;;;;070;3.687,65;D;0,00 C;Nao;
2/5;09.03.2022;;275-Tarifa Devolução de Cheque;Cobrança referente 08/03/2022;13113;;;810680700036388;77,95;D;;Sim;
2/5;09.03.2022;;855-BB CP Automatico S Publico;;;;;070;77,95;C;0,00 C;Nao;
2/5;10.03.2022;;870-Transferência recebida;10/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.600,00;C;;Nao;
2/5;10.03.2022;;870-Transferência recebida;10/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
2/5;10.03.2022;;870-Transferência recebida;10/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
2/5;10.03.2022;;002-Cheque;10/03 00:00 CENTENARIO DO SUL PR;12162;;;852046;1.800,00;D;;Sim;
2/5;10.03.2022;;002-Cheque;10/03 00:00 CENTENARIO DO SUL PR;12162;;;852047;4.600,00;D;;Sim;
2/5;10.03.2022;;002-Cheque;10/03 00:00 CENTENARIO DO SUL PR;12162;;;852077;3.000,00;D;;Sim;
2/5;10.03.2022;;345-BB CP Automatico S Publico;;;;;070;500,00;D;0,00 C;Nao;
2/5;11.03.2022;;870-Transferência recebida;11/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;690,00;C;;Nao;
2/5;11.03.2022;;870-Transferência recebida;11/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.980,00;C;;Nao;
3/5;11.03.2022;;870-Transferência recebida;11/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.845,69;C;;Nao;
3/5;11.03.2022;;870-Transferência recebida;11/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;134,31;C;;Nao;
3/5;11.03.2022;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;204087377;3.500,00;C;;Nao;
3/5;11.03.2022;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;204132223;3.847,20;C;;Nao;
3/5;11.03.2022;;002-Cheque;11/03 00:00 CENTENARIO DO SUL PR;12162;;;852051;1.980,00;D;;Sim;
3/5;11.03.2022;;102-Cheque Compensado;;13079;756;1981;852048;690,00;D;;Sim;
3/5;11.03.2022;;102-Cheque Compensado;;13079;748;1981;852049;3.500,00;D;;Sim;
3/5;11.03.2022;;102-Cheque Compensado;;13079;1;1981;852052;3.000,00;D;;Sim;
3/5;11.03.2022;;345-BB CP Automatico S Publico;;;;;070;2.827,20;D;0,00 C;Nao;
3/5;15.03.2022;;870-Transferência recebida;15/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.000,00;C;;Nao;
3/5;15.03.2022;;870-Transferência recebida;15/03 1765 8004-7 PREF MUN DESE;99015;;;551765000008004;4.180,00;C;;Nao;
3/5;15.03.2022;;345-BB CP Automatico S Publico;;;;;070;6.180,00;D;0,00 C;Nao;
3/5;16.03.2022;;870-Transferência recebida;16/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.847,21;C;;Nao;
3/5;16.03.2022;;102-Cheque Compensado;;13079;756;1981;852054;3.847,21;D;;Sim;
3/5;16.03.2022;;102-Cheque Compensado;;13079;1;1981;852055;3.383,24;D;;Sim;
3/5;16.03.2022;;855-BB CP Automatico S Publico;;;;;070;3.383,24;C;0,00 C;Nao;
3/5;17.03.2022;;870-Transferência recebida;17/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.500,00;C;;Nao;
3/5;17.03.2022;;002-Cheque;17/03 00:00 CENTENARIO DO SUL PR;12162;;;852056;4.200,00;D;;Sim;
3/5;17.03.2022;;002-Cheque;17/03 00:00 CENTENARIO DO SUL PR;12162;;;852057;2.088,93;D;;Sim;
3/5;17.03.2022;;102-Cheque Compensado;;13079;1;1981;852053;2.000,00;D;;Sim;
3/5;17.03.2022;;102-Cheque Compensado;;13079;341;1981;852058;3.847,21;D;;Sim;
3/5;17.03.2022;;855-BB CP Automatico S Publico;;;;;070;7.636,14;C;0,00 C;Nao;
3/5;21.03.2022;;870-Transferência recebida;21/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.800,00;C;;Nao;
3/5;21.03.2022;;002-Cheque;21/03 00:00 CENTENARIO DO SUL PR;12162;;;852059;3.800,00;D;0,00 C;Sim;
4/5;23.03.2022;;870-Transferência recebida;23/03 1765 8004-7 PREF MUN DESE;99015;;;551765000008004;3.437,50;C;;Nao;
4/5;23.03.2022;;102-Cheque Compensado;;13079;1;1981;852060;3.437,50;D;0,00 C;Sim;
4/5;25.03.2022;;870-Transferência recebida;25/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
4/5;25.03.2022;;870-Transferência recebida;25/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.200,00;C;;Nao;
4/5;25.03.2022;;870-Transferência recebida;25/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.600,00;C;;Nao;
4/5;25.03.2022;;870-Transferência recebida;25/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
4/5;25.03.2022;;002-Cheque;25/03 00:00 CENTENARIO DO SUL PR;10976;;;852083;4.200,00;D;;Sim;
4/5;25.03.2022;;002-Cheque;25/03 00:00 CENTENARIO DO SUL PR;10976;;;852084;1.800,00;D;;Sim;
4/5;25.03.2022;;102-Cheque Compensado;;13079;748;1981;852081;3.600,00;D;;Sim;
4/5;25.03.2022;;102-Cheque Compensado;;13079;756;1981;852082;1.800,00;D;;Sim;
4/5;25.03.2022;;102-Cheque Compensado;;13079;756;1981;852085;1.500,00;D;;Sim;
4/5;25.03.2022;;855-BB CP Automatico S Publico;;;;;070;1.800,00;C;0,00 C;Nao;
4/5;28.03.2022;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;206657521;3.600,00;C;;Nao;
4/5;28.03.2022;;345-BB CP Automatico S Publico;;;;;070;3.600,00;D;0,00 C;Nao;
4/5;29.03.2022;;002-Cheque;29/03 00:00 CENTENARIO DO SUL PR;12162;;;852086;1.800,00;D;;Sim;
4/5;29.03.2022;;855-BB CP Automatico S Publico;;;;;070;1.800,00;C;0,00 C;Nao;
4/5;30.03.2022;;870-Transferência recebida;30/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;930,00;C;;Nao;
4/5;30.03.2022;;870-Transferência recebida;30/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.850,00;C;;Nao;
4/5;30.03.2022;;870-Transferência recebida;30/03 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.120,00;C;;Nao;
4/5;30.03.2022;;002-Cheque;30/03 00:00 CENTENARIO DO SUL PR;12162;;;852087;3.900,00;D;;Sim;
4/5;30.03.2022;;102-Cheque Compensado;;13079;1;1981;852090;1.780,00;D;;Sim;
4/5;30.03.2022;;855-BB CP Automatico S Publico;;;;;070;780,00;C;0,00 C;Nao;
1/5;31.01.2022;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/5;01.02.2022;;870-Transferência recebida;01/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.500,00;C;;Nao;
1/5;01.02.2022;;345-BB CP Automatico S Publico;;;;;070;4.500,00;D;0,00 C;Nao;
1/5;02.02.2022;;870-Transferência recebida;02/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;500,00;C;;Nao;
1/5;02.02.2022;;002-Cheque;02/02 00:00 CENTENARIO DO SUL PR;12162;;;852020;400,00;D;;Sim;
1/5;02.02.2022;;102-Cheque Compensado;;13079;341;1981;852019;3.675,41;D;;Sim;
1/5;02.02.2022;;855-BB CP Automatico S Publico;;;;;070;3.575,41;C;0,00 C;Nao;
1/5;03.02.2022;;870-Transferência recebida;03/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.669,77;C;;Nao;
1/5;03.02.2022;;870-Transferência recebida;03/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.715,00;C;;Nao;
1/5;03.02.2022;;870-Transferência recebida;03/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.150,00;C;;Nao;
1/5;03.02.2022;;870-Transferência recebida;03/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.500,00;C;;Nao;
1/5;03.02.2022;;870-Transferência recebida;03/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.200,00;C;;Nao;
1/5;03.02.2022;;870-Transferência recebida;03/02 1765 16889-0 P MUN CENTENAR;99015;;;551765000016889;4.124,34;C;;Nao;
1/5;03.02.2022;;002-Cheque;03/02 00:00 CENTENARIO DO SUL PR;12162;;;852021;4.500,00;D;;Sim;
1/5;03.02.2022;;002-Cheque;03/02 00:00 CENTENARIO DO SUL PR;12162;;;852023;3.669,77;D;;Sim;
1/5;03.02.2022;;002-Cheque;03/02 00:00 CENTENARIO DO SUL PR;12162;;;852024;3.200,00;D;;Sim;
1/5;03.02.2022;;002-Cheque;03/02 00:00 CENTENARIO DO SUL PR;12162;;;852025;3.150,00;D;;Sim;
1/5;03.02.2022;;102-Cheque Compensado;;13079;1;1981;852017;2.000,00;D;;Sim;
1/5;03.02.2022;;102-Cheque Compensado;;13079;756;1981;852026;3.715,00;D;;Sim;
1/5;03.02.2022;;345-BB CP Automatico S Publico;;;;;070;2.124,34;D;0,00 C;Nao;
2/5;04.02.2022;;870-Transferência recebida;04/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
2/5;04.02.2022;;870-Transferência recebida;04/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.100,00;C;;Nao;
2/5;04.02.2022;;002-Cheque;04/02 00:00 CENTENARIO DO SUL PR;12162;;;852027;1.800,00;D;;Sim;
2/5;04.02.2022;;002-Cheque;04/02 00:00 CENTENARIO DO SUL PR;12162;;;852028;2.700,00;D;;Sim;
2/5;04.02.2022;;002-Cheque;04/02 00:00 CENTENARIO DO SUL PR;12162;;;852030;2.100,00;D;;Sim;
2/5;04.02.2022;;855-BB CP Automatico S Publico;;;;;070;2.700,00;C;0,00 C;Nao;
2/5;07.02.2022;;870-Transferência recebida;07/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.820,00;C;;Nao;
2/5;07.02.2022;;345-BB CP Automatico S Publico;;;;;070;1.820,00;D;0,00 C;Nao;
2/5;08.02.2022;;870-Transferência recebida;08/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.300,00;C;;Nao;
2/5;08.02.2022;;870-Transferência recebida;08/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
2/5;08.02.2022;;002-Cheque;08/02 00:00 CENTENARIO DO SUL PR;12162;;;852022;4.300,00;D;;Sim;
2/5;08.02.2022;;002-Cheque;08/02 00:00 CENTENARIO DO SUL PR;12162;;;852032;3.000,00;D;;Sim;
2/5;08.02.2022;;102-Cheque Compensado;;13079;756;1981;852031;1.820,00;D;;Sim;
2/5;08.02.2022;;102-Cheque Compensado;;13079;1;1981;852033;3.424,00;D;;Sim;
2/5;08.02.2022;;855-BB CP Automatico S Publico;;;;;070;2.907,13;C;;Nao;
2/5;08.02.2022;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;852033;3.424,00;C;;Sim;
2/5;08.02.2022;;248-Estorno Resgate Automático;;;;;070;2.907,13;D;;Nao;
2/5;08.02.2022;;855-BB CP Automatico S Publico;;;;;070;1.820,00;C;0,00 C;Nao;
2/5;09.02.2022;;870-Transferência recebida;09/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.524,00;C;;Nao;
2/5;09.02.2022;;202-Taxa BACEN Devolução Docum;Cobrança referente 09/02/2022;13113;;;852033;0,35;D;;Nao;
2/5;09.02.2022;;345-BB CP Automatico S Publico;;;;;070;3.523,65;D;0,00 C;Nao;
2/5;10.02.2022;;870-Transferência recebida;10/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.600,00;C;;Nao;
3/5;10.02.2022;;870-Transferência recebida;10/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
3/5;10.02.2022;;870-Transferência recebida;10/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.300,00;C;;Nao;
3/5;10.02.2022;;002-Cheque;10/02 00:00 CENTENARIO DO SUL PR;12162;;;852033;3.424,00;D;;Sim;
3/5;10.02.2022;;275-Tarifa Devolução de Cheque;Cobrança referente 09/02/2022;13113;;;810410700092414;72,00;D;;Sim;
3/5;10.02.2022;;102-Cheque Compensado;;13079;756;1981;852034;4.600,00;D;;Sim;
3/5;10.02.2022;;102-Cheque Compensado;;13079;1;1981;852035;3.300,00;D;;Sim;
3/5;10.02.2022;;345-BB CP Automatico S Publico;;;;;070;4,00;D;;Nao;
3/5;10.02.2022;;686-CHQ DEVOLVIDO APRESENT IND;Cheque prescrito;14079;;;852035;3.300,00;C;;Sim;
3/5;10.02.2022;;345-BB CP Automatico S Publico;;;;;070;3.300,00;D;0,00 C;Nao;
3/5;11.02.2022;;870-Transferência recebida;11/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.100,00;C;;Nao;
3/5;11.02.2022;;870-Transferência recebida;11/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.519,20;C;;Nao;
3/5;11.02.2022;;002-Cheque;11/02 00:00 CENTENARIO DO SUL PR;12162;;;852038;4.100,00;D;;Sim;
3/5;11.02.2022;;102-Cheque Compensado;;13079;748;1981;852036;3.500,00;D;;Sim;
3/5;11.02.2022;;102-Cheque Compensado;;13079;756;1981;852037;2.519,20;D;;Sim;
3/5;11.02.2022;;855-BB CP Automatico S Publico;;;;;070;3.500,00;C;0,00 C;Nao;
3/5;14.02.2022;;102-Cheque Compensado;;13079;756;1981;852039;1.800,00;D;;Sim;
3/5;14.02.2022;;855-BB CP Automatico S Publico;;;;;070;1.800,00;C;0,00 C;Nao;
3/5;15.02.2022;;870-Transferência recebida;15/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.197,41;C;;Nao;
3/5;15.02.2022;;102-Cheque Compensado;;13079;341;1981;852040;4.095,00;D;;Sim;
3/5;15.02.2022;;345-BB CP Automatico S Publico;;;;;070;102,41;D;0,00 C;Nao;
3/5;17.02.2022;;870-Transferência recebida;17/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.180,00;C;;Nao;
3/5;17.02.2022;;870-Transferência recebida;17/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
3/5;17.02.2022;;870-Transferência recebida;17/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.808,00;C;;Nao;
3/5;17.02.2022;;870-Transferência recebida;17/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
4/5;17.02.2022;;002-Cheque;17/02 00:00 CENTENARIO DO SUL PR;12162;;;852061;2.808,00;D;;Sim;
4/5;17.02.2022;;002-Cheque;17/02 00:00 CENTENARIO DO SUL PR;12162;;;852062;3.108,00;D;;Sim;
4/5;17.02.2022;;102-Cheque Compensado;;13079;756;1981;852063;3.000,00;D;;Sim;
4/5;17.02.2022;;345-BB CP Automatico S Publico;;;;;070;1.572,00;D;0,00 C;Nao;
4/5;18.02.2022;;002-Cheque;18/02 00:00 CENTENARIO DO SUL PR;12162;;;852064;1.300,00;D;;Sim;
4/5;18.02.2022;;855-BB CP Automatico S Publico;;;;;070;1.300,00;C;0,00 C;Nao;
4/5;21.02.2022;;870-Transferência recebida;21/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.820,00;C;;Nao;
4/5;21.02.2022;;002-Cheque;21/02 00:00 CENTENARIO DO SUL PR;12162;;;852065;1.715,00;D;;Sim;
4/5;21.02.2022;;345-BB CP Automatico S Publico;;;;;070;105,00;D;0,00 C;Nao;
4/5;22.02.2022;;870-Transferência recebida;22/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.195,80;C;;Nao;
4/5;22.02.2022;;870-Transferência recebida;22/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.780,00;C;;Nao;
4/5;22.02.2022;;002-Cheque;22/02 00:00 CENTENARIO DO SUL PR;12162;;;852067;4.195,80;D;;Sim;
4/5;22.02.2022;;102-Cheque Compensado;;13079;756;1981;852068;3.550,00;D;;Sim;
4/5;22.02.2022;;345-BB CP Automatico S Publico;;;;;070;230,00;D;0,00 C;Nao;
4/5;24.02.2022;;870-Transferência recebida;24/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.550,00;C;;Nao;
4/5;24.02.2022;;870-Transferência recebida;24/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
4/5;24.02.2022;;870-Transferência recebida;24/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
4/5;24.02.2022;;870-Transferência recebida;24/02 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.820,01;C;;Nao;
4/5;24.02.2022;;102-Cheque Compensado;;13079;748;1981;852069;3.000,00;D;;Sim;
4/5;24.02.2022;;102-Cheque Compensado;;13079;341;1981;852072;2.808,00;D;;Sim;
4/5;24.02.2022;;345-BB CP Automatico S Publico;;;;;070;5.562,01;D;0,00 C;Nao;
4/5;25.02.2022;;870-Transferência recebida;25/02 1765 8004-7 PREF MUN DESE;99015;;;551765000008004;1.800,00;C;;Nao;
1/3;30.12.2021;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;05.01.2022;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;190808222;2.200,00;C;;Nao;
1/3;05.01.2022;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;190808326;2.800,00;C;;Nao;
1/3;05.01.2022;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;190811160;1.800,00;C;;Nao;
1/3;05.01.2022;;002-Cheque;05/01 00:00 CENTENARIO DO SUL PR;12162;;;851996;3.000,00;D;;Sim;
1/3;05.01.2022;;102-Cheque Compensado;;13079;341;1981;851997;3.150,00;D;;Sim;
1/3;05.01.2022;;102-Cheque Compensado;;13079;1;1981;851998;3.550,00;D;;Sim;
1/3;05.01.2022;;855-BB CP Automatico S Publico;;;;;070;2.900,00;C;0,00 C;Nao;
1/3;07.01.2022;;870-Transferência recebida;07/01 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
1/3;07.01.2022;;002-Cheque;07/01 00:00 CENTENARIO DO SUL PR;12162;;;851994;3.000,00;D;0,00 C;Sim;
1/3;10.01.2022;;870-Transferência recebida;10/01 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.720,00;C;;Nao;
1/3;10.01.2022;;102-Cheque Compensado;;13079;1;1981;851999;2.700,00;D;;Sim;
1/3;10.01.2022;;345-BB CP Automatico S Publico;;;;;070;20,00;D;0,00 C;Nao;
1/3;12.01.2022;;870-Transferência recebida;12/01 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
1/3;12.01.2022;;870-Transferência recebida;12/01 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;4.600,00;C;;Nao;
1/3;12.01.2022;;102-Cheque Compensado;;13079;1;1981;852002;4.600,00;D;;Sim;
1/3;12.01.2022;;345-BB CP Automatico S Publico;;;;;070;3.500,00;D;0,00 C;Nao;
1/3;13.01.2022;;102-Cheque Compensado;;13079;748;1981;852001;3.500,00;D;;Sim;
1/3;13.01.2022;;855-BB CP Automatico S Publico;;;;;070;3.500,00;C;0,00 C;Nao;
1/3;14.01.2022;;870-Transferência recebida;14/01 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;2.000,00;C;;Nao;
1/3;14.01.2022;;870-Transferência recebida;14/01 1765 3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
1/3;14.01.2022;;870-Transferência recebida;;99015;;;551765000003519;1.500,00;C;;Nao;"Detalhe cortado no fim da folha 1/3; continuação estaria na folha 2/3 (não incluída no lote de imagens fornecido)"
2/3;14.01.2022;;002-Cheque;14/01 00:00 CENTENARIO DO SUL   PR;19640;;;852003;2.000,00;D;;Sim;
2/3;14.01.2022;;002-Cheque;14/01 00:00 CENTENARIO DO SUL   PR;19640;;;852004;1.500,00;D;;Sim;
2/3;14.01.2022;;002-Cheque;14/01 00:00 CENTENARIO DO SUL   PR;10976;;;852005;1.500,00;D;0,00 C;Sim;
2/3;17.01.2022;;870-Transferência recebida;17/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.600,00;C;;Nao;
2/3;17.01.2022;;870-Transferência recebida;17/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.890,00;C;;Nao;
2/3;17.01.2022;;102-Cheque Compensado;;13079;756;1981;852006;4.311,21;D;;Sim;
2/3;17.01.2022;;102-Cheque Compensado;;13079;1;1981;852007;2.600,00;D;;Sim;
2/3;17.01.2022;;345-BB CP Automatico S Publico;;;;;070;578,79;D;0,00 C;Nao;
2/3;19.01.2022;;870-Transferência recebida;19/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
2/3;19.01.2022;;870-Transferência recebida;19/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.980,00;C;;Nao;
2/3;19.01.2022;;870-Transferência recebida;19/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.820,00;C;;Nao;
2/3;19.01.2022;;870-Transferência recebida;19/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.250,00;C;;Nao;
2/3;19.01.2022;;870-Transferência recebida;19/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;1.800,00;C;;Nao;
2/3;19.01.2022;;102-Cheque Compensado;;13079;1;1981;852008;1.820,00;D;;Sim;
2/3;19.01.2022;;102-Cheque Compensado;;13079;1;1981;852009;1.800,00;D;;Sim;
2/3;19.01.2022;;102-Cheque Compensado;;13079;1;1981;852010;4.250,00;D;;Sim;
2/3;19.01.2022;;102-Cheque Compensado;;13079;341;1981;852011;3.980,00;D;;Sim;
2/3;19.01.2022;;345-BB CP Automatico S Publico;;;;;070;1.800,00;D;0,00 C;Nao;
2/3;20.01.2022;;870-Transferência recebida;20/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;590,00;C;;Nao;
2/3;20.01.2022;;870-Transferência recebida;20/01 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.000,00;C;;Nao;
2/3;20.01.2022;;103-Cheque Pago em Outra Agênc;20/01 00:00 PSO LONDRINA   PR;17457;;8351;852012;1.800,00;D;;Sim;
2/3;20.01.2022;;002-Cheque;;10976;;;852014;590,00;D;;Sim;REVISAR - trecho ilegível (detalhe cortado no fim da pagina)
1/5;30.11.2021;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/5;01.12.2021;;202-Taxa BACEN Devolução Docum;Cobrança referente 01/12/2021;13113;;;851930;0,35;D;;Nao;
1/5;01.12.2021;;855-BB CP Automatico S Publico;;;;;070;0,35;C;0,00 C;Nao;
1/5;02.12.2021;;870-Transferência recebida;02/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.500,00;C;;Nao;
1/5;02.12.2021;;002-Cheque;02/12 00:00 CENTENARIO DO SUL   PR;10976;;;851950;2.185,44;D;;Sim;
1/5;02.12.2021;;275-Tarifa Devolução de Cheque;Cobrança referente 01/12/2021;13113;;;813360700106582;72,00;D;;Sim;
1/5;02.12.2021;;345-BB CP Automatico S Publico;;;;;070;242,56;D;0,00 C;Nao;
1/5;03.12.2021;;870-Transferência recebida;03/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
1/5;03.12.2021;;102-Cheque Compensado;;13079;1;1981;851942;3.100,00;D;;Sim;
1/5;03.12.2021;;345-BB CP Automatico S Publico;;;;;070;400,00;D;0,00 C;Nao;
1/5;07.12.2021;;870-Transferência recebida;07/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;12.500,00;C;;Nao;
1/5;07.12.2021;;002-Cheque;07/12 00:00 CENTENARIO DO SUL   PR;12162;;;851951;2.895,00;D;;Sim;
1/5;07.12.2021;;345-BB CP Automatico S Publico;;;;;070;9.605,00;D;0,00 C;Nao;
1/5;08.12.2021;;870-Transferência recebida;08/12 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.500,00;C;;Nao;
1/5;08.12.2021;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;184598009;1.800,00;C;;Nao;
1/5;08.12.2021;;002-Cheque;08/12 00:00 CENTENARIO DO SUL   PR;12162;;;851953;4.300,00;D;;Sim;
1/5;08.12.2021;;102-Cheque Compensado;;13079;1;1981;851952;3.000,00;D;;Sim;
1/5;08.12.2021;;102-Cheque Compensado;;13079;104;1981;851954;3.500,00;D;;Sim;
1/5;08.12.2021;;102-Cheque Compensado;;13079;341;1981;851955;3.800,00;D;;Sim;
1/5;08.12.2021;;102-Cheque Compensado;;13079;1;1981;851956;1.908,00;D;;Sim;
1/5;08.12.2021;;855-BB CP Automatico S Publico;;;;;070;10.973,87;C;;Nao;
