Folha;Data_Contabil;Data_Lancamento;Historico;Detalhe;Lote;Banco;Origem;Documento;Valor;Tipo;Saldo;Eh_Cheque;Notas
1/2;20.11.2020;;345-BB CP Automatico S Publico;;;;;070;1.900,00;D;0,00 C;Nao;
1/2;23.11.2020;;870-Transferência recebida;23/11 1765     10822-7 P M C S CONSIG;99015;;;551765000010822;1.207,89;C;;Nao;
2/2;23.11.2020;;002-Cheque;;12162;;;851823;1.207,89;D;;Sim;
2/2;23.11.2020;;102-Cheque Compensado;;13079;756;1981;141356;2.000,00;D;;Sim;
2/2;23.11.2020;;855-BB CP Automatico S Publico;;;;;070;2.000,00;C;0,00 C;Nao;
2/2;25.11.2020;;870-Transferência recebida;25/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;9.000,00;C;;Nao;
2/2;25.11.2020;;870-Transferência recebida;25/11 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;5.000,00;C;;Nao;
2/2;25.11.2020;;002-Cheque;;12162;;;851824;3.000,00;D;;Sim;
2/2;25.11.2020;;002-Cheque;;12162;;;851825;3.000,00;D;;Sim;
2/2;25.11.2020;;002-Cheque;;12162;;;851826;2.850,00;D;;Sim;
2/2;25.11.2020;;345-BB CP Automatico S Publico;;;;;070;5.150,00;D;0,00 C;Nao;
2/2;26.11.2020;;002-Cheque;;12162;;;851827;3.800,00;D;;Sim;
2/2;26.11.2020;;855-BB CP Automatico S Publico;;;;;070;3.800,00;C;0,00 C;Nao;
2/2;30.11.2020;;002-Cheque;;12162;;;851828;1.200,00;D;;Sim;
2/2;30.11.2020;;855-BB CP Automatico S Publico;;;;;070;1.200,00;C;0,00 C;Nao;
1/2;28.09.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;01.10.2020;;580-Estorno Autenticação Pagam;;12162;;;141316;2.350,00;C;;Nao;
1/2;01.10.2020;;870-Transferência recebida;01/10 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
1/2;01.10.2020;;002-Cheque;;12162;;;141316;2.350,00;D;;Sim;
1/2;01.10.2020;;002-Cheque;;12162;;;141316;2.950,00;D;;Sim;
1/2;01.10.2020;;345-BB CP Automatico S Publico;;;;;070;50,00;D;0,00 C;Nao;
1/2;06.10.2020;;870-Transferência recebida;06/10 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;6.000,00;C;;Nao;
1/2;06.10.2020;;002-Cheque;;12162;;;141317;2.400,00;D;;Sim;
1/2;06.10.2020;;002-Cheque;;12162;;;141319;2.769,00;D;;Sim;
1/2;06.10.2020;;345-BB CP Automatico S Publico;;;;;070;831,00;D;0,00 C;Nao;
1/2;07.10.2020;;870-Transferência recebida;07/10 1765     12211-4 PREF MUNIC CEN;99015;;;551765000012211;3.000,00;C;;Nao;
1/2;07.10.2020;;345-BB CP Automatico S Publico;;;;;070;3.000,00;D;0,00 C;Nao;
1/2;09.10.2020;;870-Transferência recebida;09/10 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.800,00;C;;Nao;
1/2;09.10.2020;;002-Cheque;;12162;;;141320;2.500,00;D;;Sim;
1/2;09.10.2020;;002-Cheque;;12162;;;141341;3.645,28;D;;Sim;
1/2;09.10.2020;;855-BB CP Automatico S Publico;;;;;070;2.345,28;C;0,00 C;Nao;
1/2;14.10.2020;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;667706505;5.769,00;C;;Nao;
1/2;14.10.2020;;002-Cheque;;12162;;;141344;3.273,85;D;;Sim;
1/2;14.10.2020;;345-BB CP Automatico S Publico;;;;;070;2.495,15;D;0,00 C;Nao;
1/2;16.10.2020;;870-Transferência recebida;16/10 1765     7325-3 APMI MOVIMENTO;99015;;;551765000007325;3.000,00;C;;Nao;
1/2;16.10.2020;;102-Cheque Compensado;;13079;1;1981;141342;800,00;D;;Sim;
1/2;16.10.2020;;345-BB CP Automatico S Publico;;;;;070;2.200,00;D;0,00 C;Nao;
1/2;19.10.2020;;002-Cheque;;12162;;;141345;3.769,00;D;;Sim;
1/2;19.10.2020;;855-BB CP Automatico S Publico;;;;;070;3.769,00;C;0,00 C;Nao;
1/2;20.10.2020;;870-Transferência recebida;20/10 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;2.600,00;C;;Nao;
1/2;20.10.2020;;002-Cheque;;19222;;;141346;330,00;D;;Sim;
1/1;27.05.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/1;02.06.2020;;002-Cheque;;19222;;;141332;2.780,00;D;;Sim;
1/1;02.06.2020;;855-BB CP Automatico S Publico;;;;;070;2.780,00;C;0,00 C;Nao;
1/1;09.06.2020;;870-Transferência recebida;09/06 1765     14677-3 PM CENTENARIO;99015;;;551765000014677;3.800,00;C;;Nao;
1/1;09.06.2020;;002-Cheque;;19222;;;141333;3.740,00;D;;Sim;
1/1;09.06.2020;;345-BB CP Automatico S Publico;;;;;070;60,00;D;0,00 C;Nao;
1/1;10.06.2020;;870-Transferência recebida;10/06 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.800,00;C;;Nao;
1/1;10.06.2020;;870-Transferência recebida;10/06 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
1/1;10.06.2020;;002-Cheque;;19222;;;141335;1.700,00;D;;Sim;
1/1;10.06.2020;;345-BB CP Automatico S Publico;;;;;070;5.100,00;D;0,00 C;Nao;
1/1;12.06.2020;;002-Cheque;;19222;;;141337;3.890,53;D;;Sim;
1/1;12.06.2020;;102-Cheque Compensado;;13079;748;1981;141334;100,00;D;;Sim;
1/1;12.06.2020;;102-Cheque Compensado;;13079;748;1981;141336;1.000,00;D;;Sim;
1/1;12.06.2020;;855-BB CP Automatico S Publico;;;;;070;4.990,53;C;0,00 C;Nao;
1/1;24.06.2020;;870-Transferência recebida;24/06 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;6.890,52;C;;Nao;
1/1;24.06.2020;;345-BB CP Automatico S Publico;;;;;070;6.890,52;D;0,00 C;Nao;
1/1;25.06.2020;;002-Cheque;;12162;;;141338;3.000,00;D;;Sim;
1/1;25.06.2020;;855-BB CP Automatico S Publico;;;;;070;3.000,00;C;0,00 C;Nao;
1/1;26.06.2020;;002-Cheque;;19222;;;141339;1.948,77;D;;Sim;
1/1;26.06.2020;;855-BB CP Automatico S Publico;;;;;070;1.948,77;C;0,00 C;Nao;
1/2;27.04.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;04.05.2020;;870-Transferência recebida;04/05 1765     12211-4 PREF MUNIC CEN;99015;;;551765000012211;5.000,00;C;;Nao;
1/2;04.05.2020;;002-Cheque;;19222;;;141323;3.800,00;D;;Sim;
1/2;04.05.2020;;345-BB CP Automatico S Publico;;;;;070;1.200,00;D;0,00 C;Nao;
1/2;05.05.2020;;870-Transferência recebida;05/05 1765     12211-4 PREF MUNIC CEN;99015;;;551765000012211;3.000,00;C;;Nao;
1/2;05.05.2020;;976-TED-Crédito em Conta;104 1148  9333796000179 PR 410510 FMS;14175;;;3920492;3.000,00;C;;Nao;
1/2;05.05.2020;;002-Cheque;;19222;;;141322;3.000,00;D;;Sim;
1/2;05.05.2020;;345-BB CP Automatico S Publico;;;;;070;3.000,00;D;0,00 C;Nao;
1/2;06.05.2020;;002-Cheque;;19222;;;141325;2.880,00;D;;Sim;
1/2;06.05.2020;;855-BB CP Automatico S Publico;;;;;070;2.880,00;C;0,00 C;Nao;
1/2;12.05.2020;;870-Transferência recebida;12/05 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;2.500,00;C;;Nao;
1/2;12.05.2020;;002-Cheque;;19222;;;141326;1.500,00;D;;Sim;
1/2;12.05.2020;;345-BB CP Automatico S Publico;;;;;070;1.000,00;D;0,00 C;Nao;
1/2;15.05.2020;;870-Transferência recebida;15/05 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;1.500,00;C;;Nao;
1/2;15.05.2020;;002-Cheque;;12162;;;141327;3.230,57;D;;Sim;
1/2;15.05.2020;;855-BB CP Automatico S Publico;;;;;070;1.730,57;C;0,00 C;Nao;
1/2;20.05.2020;;870-Transferência recebida;20/05 1765     10050-1 PM CENTENARIO;99015;;;551765000010050;3.470,21;C;;Nao;
1/2;20.05.2020;;002-Cheque;;19222;;;141328;3.470,21;D;0,00 C;Sim;
1/2;26.05.2020;;870-Transferência recebida;26/05 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.000,00;C;;Nao;
1/2;26.05.2020;;870-Transferência recebida;26/05 1765     14677-3 PM CENTENARIO;99015;;;551765000014677;6.000,00;C;;Nao;
1/2;26.05.2020;;002-Cheque;;19222;;;141329;3.950,00;D;;Sim;
1/2;26.05.2020;;345-BB CP Automatico S Publico;;;;;070;6.050,00;D;0,00 C;Nao;
1/2;27.05.2020;;002-Cheque;;12162;;;141331;3.515,00;D;;Sim;
1/2;28.02.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;02.03.2020;;870-Transferência recebida;02/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.800,00;C;;Nao;
1/2;02.03.2020;;002-Cheque;;19640;;;851783;4.235,26;D;;Sim;
1/2;02.03.2020;;345-BB CP Administrat Supremo;;;;;070;564,74;D;0,00 C;Nao;
1/2;03.03.2020;;002-Cheque;;12162;;;851782;300,00;D;;Sim;
1/2;03.03.2020;;275-Tarifa Devolução de Cheque;Cobrança referente 28/02/2020;13113;;;810630700142615;72,00;D;;Sim;
1/2;03.03.2020;;855-BB CP Administrat Supremo;;;;;070;372,00;C;0,00 C;Nao;
1/2;05.03.2020;;870-Transferência recebida;05/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;8.000,00;C;;Nao;
1/2;05.03.2020;;002-Cheque;;12162;;;851784;5.052,00;D;;Sim;
1/2;05.03.2020;;002-Cheque;;12162;;;851785;3.000,00;D;;Sim;
1/2;05.03.2020;;855-BB CP Administrat Supremo;;;;;070;52,00;C;0,00 C;Nao;
1/2;06.03.2020;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;1573289;7.300,00;C;;Nao;
1/2;06.03.2020;;002-Cheque;;12162;;;851786;3.500,00;D;;Sim;
1/2;06.03.2020;;002-Cheque;;19640;;;851787;3.800,00;D;0,00 C;Sim;
1/2;10.03.2020;;870-Transferência recebida;10/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
1/2;10.03.2020;;102-Cheque Compensado;;13079;341;1981;851788;2.753,28;D;;Sim;
1/2;10.03.2020;;345-BB CP Administrat Supremo;;;;;070;246,72;D;0,00 C;Nao;
1/2;11.03.2020;;870-Transferência recebida;11/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;1.000,00;C;;Nao;
1/2;11.03.2020;;345-BB CP Administrat Supremo;;;;;070;1.000,00;D;0,00 C;Nao;
1/2;12.03.2020;;870-Transferência recebida;12/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
1/2;12.03.2020;;870-Transferência recebida;12/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;3.500,00;C;;Nao;
1/2;12.03.2020;;002-Cheque;;12162;;;851790;3.500,00;D;;Sim;
1/2;12.03.2020;;002-Cheque;;12162;;;851791;3.500,00;D;0,00 C;Sim;
1/2;13.03.2020;;870-Transferência recebida;13/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;2.200,00;C;;Nao;
2/2;13.03.2020;;002-Cheque;;19640;;;851792;650,00;D;;Sim;
2/2;13.03.2020;;002-Cheque;;19640;;;851793;2.050,00;D;;Sim;
2/2;13.03.2020;;102-Cheque Compensado;;13079;756;1981;851789;1.000,00;D;;Sim;
2/2;13.03.2020;;855-BB CP Automatico S Publico;;;;;070;1.500,00;C;0,00 C;Nao;
2/2;20.03.2020;;870-Transferência recebida;20/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;6.000,00;C;;Nao;
2/2;20.03.2020;;345-BB CP Automatico S Publico;;;;;070;6.000,00;D;0,00 C;Nao;
2/2;23.03.2020;;002-Cheque;;19222;;;851794;3.435,54;D;;Sim;
2/2;23.03.2020;;855-BB CP Automatico S Publico;;;;;070;3.435,54;C;0,00 C;Nao;
2/2;25.03.2020;;870-Transferência recebida;25/03 1765     8004-7 PREF MUN DESE;99015;;;551765000008004;2.500,00;C;;Nao;
2/2;25.03.2020;;002-Cheque;;12162;;;851795;2.500,00;D;0,00 C;Sim;
2/2;27.03.2020;;870-Transferência recebida;27/03 1765     3519-X PREF MUNIC CEN;99015;;;551765000003519;4.900,00;C;;Nao;
2/2;27.03.2020;;345-BB CP Automatico S Publico;;;;;070;4.900,00;D;0,00 C;Nao;
2/2;30.03.2020;;002-Cheque;;12162;;;851796;4.900,00;D;;Sim;
2/2;30.03.2020;;855-BB CP Automatico S Publico;;;;;070;4.900,00;C;0,00 C;Nao;
2/2;31.03.2020;;002-Cheque;;12162;;;851797;3.142,25;D;;Sim;
2/2;31.03.2020;;855-BB CP Automatico S Publico;;;;;070;3.142,25;C;0,00 C;Nao;
1/3;29.03.2019;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;02.04.2019;;870-Transferência recebida;;99015;;;551765000012211;6.700,00;C;;Nao;
1/3;02.04.2019;;002-Cheque;;12162;;;851695;4.400,00;D;;Sim;
1/3;02.04.2019;;002-Cheque;;12162;;;851696;1.800,00;D;;Sim;
1/3;02.04.2019;;002-Cheque;;19640;;;851701;1.542,00;D;;Sim;
1/3;02.04.2019;;102-Cheque Compensado;;13079;1;1981;851698;2.500,00;D;;Sim;
1/3;02.04.2019;;855-BB CP Administrat Supremo;;;;;070;3.542,00;C;0,00 C;Nao;
1/3;03.04.2019;;870-Transferência recebida;;99015;;;551765000007852;3.200,00;C;;Nao;
1/3;03.04.2019;;002-Cheque;;19640;;;851703;800,00;D;;Sim;
1/3;03.04.2019;;002-Cheque;;12162;;;851704;250,00;D;;Sim;
1/3;03.04.2019;;002-Cheque;;19640;;;851705;3.000,00;D;;Sim;
1/3;03.04.2019;;855-BB CP Administrat Supremo;;;;;070;850,00;C;0,00 C;Nao;
1/3;04.04.2019;;002-Cheque;;19640;;;851694;3.000,00;D;;Sim;
1/3;04.04.2019;;855-BB CP Administrat Supremo;;;;;070;3.000,00;C;0,00 C;Nao;
1/3;05.04.2019;;976-TED-Crédito em Conta;;14175;;;8805841;3.300,00;C;;Nao;
1/3;05.04.2019;;002-Cheque;;12162;;;851709;2.895,44;D;;Sim;
1/3;05.04.2019;;102-Cheque Compensado;;13079;756;1981;851707;300,00;D;;Sim;
1/3;05.04.2019;;102-Cheque Compensado;;13079;756;1981;851708;150,00;D;;Sim;
1/3;05.04.2019;;855-BB CP Administrat Supremo;;;;;070;45,44;C;0,00 C;Nao;
1/3;08.04.2019;;870-Transferência recebida;;99015;;;551765000003519;1.000,00;C;;Nao;
1/3;08.04.2019;;002-Cheque;;12162;;;851702;100,00;D;;Sim;
1/3;08.04.2019;;002-Cheque;;19640;;;851711;1.000,00;D;;Sim;
1/3;08.04.2019;;855-BB CP Administrat Supremo;;;;;070;100,00;C;0,00 C;Nao;
1/3;09.04.2019;;870-Transferência recebida;;99015;;;551765000018525;3.000,00;C;;Nao;
1/3;09.04.2019;;102-Cheque Compensado;;13079;756;1981;851710;700,00;D;;Sim;
1/3;09.04.2019;;345-BB CP Administrat Supremo;;;;;070;2.300,00;D;0,00 C;Nao;
1/3;10.04.2019;;002-Cheque;;12162;;;851714;1.425,00;D;;Sim;
1/3;10.04.2019;;102-Cheque Compensado;;13079;341;1981;851712;269,00;D;;Sim;
1/3;10.04.2019;;102-Cheque Compensado;;13079;756;1981;851713;500,00;D;;Sim;
1/3;10.04.2019;;855-BB CP Administrat Supremo;;;;;070;2.194,00;C;0,00 C;Nao;
1/3;11.04.2019;;870-Transferência recebida;;99015;;;551765000003519;1.170,00;C;;Nao;
1/3;11.04.2019;;002-Cheque;;12162;;;851718;1.170,00;D;;Sim;
1/3;11.04.2019;;102-Cheque Compensado;;13079;341;1981;851691;800,00;D;;Sim;
2/3;11.04.2019;;102-Cheque Compensado;;13079;237;1981;851700;300,00;D;;Sim;
2/3;11.04.2019;;855-BB CP Administrat Supremo;;;;;070;429,92;C;;Nao;
2/3;11.04.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851691;800,00;C;;Sim;
2/3;11.04.2019;;248-Estorno Resgate Automático;;;;;070;429,92;D;;Nao;
2/3;11.04.2019;;855-BB CP Administrat Supremo;;;;;070;300,00;C;0,00 C;Nao;
2/3;12.04.2019;;976-TED-Crédito em Conta;;14175;;;4227616;1.500,00;C;;Nao;
2/3;12.04.2019;;002-Cheque;;12162;;;851720;750,00;D;;Sim;
2/3;12.04.2019;;202-Taxa BACEN Devolução Docum;;13113;;;851691;0,35;D;;Nao;
2/3;12.04.2019;;345-BB CP Administrat Supremo;;;;;070;749,65;D;0,00 C;Nao;
2/3;15.04.2019;;002-Cheque;;12162;;;851716;150,00;D;;Sim;
2/3;15.04.2019;;275-Tarifa Devolução de Cheque;;13113;;;831050700040293;68,00;D;;Sim;
2/3;15.04.2019;;855-BB CP Administrat Supremo;;;;;070;218,00;C;0,00 C;Nao;
2/3;17.04.2019;;870-Transferência recebida;;99015;;;551765000003519;1.000,00;C;;Nao;
2/3;17.04.2019;;002-Cheque;;19640;;;141121;1.000,00;D;;Sim;
2/3;17.04.2019;;170-Tarifa Reativação Fornec C;;13113;;;831071200034509;10,15;D;;Nao;
2/3;17.04.2019;;855-BB CP Administrat Supremo;;;;;070;10,15;C;0,00 C;Nao;
2/3;18.04.2019;;870-Transferência recebida;;99015;;;551765000003519;4.200,00;C;;Nao;
2/3;18.04.2019;;002-Cheque;;19640;;;141123;3.850,00;D;;Sim;
2/3;18.04.2019;;345-BB CP Administrat Supremo;;;;;070;350,00;D;0,00 C;Nao;
2/3;22.04.2019;;870-Transferência recebida;;99015;;;551765000003519;2.500,00;C;;Nao;
2/3;22.04.2019;;870-Transferência recebida;;99015;;;551765000003519;983,24;C;;Nao;
2/3;22.04.2019;;002-Cheque;;12162;;;141124;300,00;D;;Sim;
2/3;22.04.2019;;345-BB CP Administrat Supremo;;;;;070;3.183,24;D;0,00 C;Nao;
2/3;23.04.2019;;870-Transferência recebida;;99015;;;551765000014677;3.565,28;C;;Nao;
2/3;23.04.2019;;102-Cheque Compensado;;13079;237;1981;141126;1.500,00;D;;Sim;
2/3;23.04.2019;;102-Cheque Compensado;;13079;237;1981;141127;280,00;D;;Sim;
2/3;23.04.2019;;345-BB CP Administrat Supremo;;;;;070;1.785,28;D;0,00 C;Nao;
2/3;24.04.2019;;870-Transferência recebida;;99015;;;551765000003519;3.500,00;C;;Nao;
2/3;24.04.2019;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
2/3;24.04.2019;;002-Cheque;;19640;;;141131;2.000,00;D;;Sim;
2/3;24.04.2019;;002-Cheque;;12162;;;141133;1.800,00;D;;Sim;
2/3;24.04.2019;;102-Cheque Compensado;;13079;1;1981;141128;2.500,00;D;;Sim;
2/3;24.04.2019;;102-Cheque Compensado;;13079;341;1981;141132;2.000,00;D;;Sim;
2/3;24.04.2019;;855-BB CP Administrat Supremo;;;;;070;2.800,00;C;0,00 C;Nao;
2/3;25.04.2019;;870-Transferência recebida;;99015;;;551765000003519;1.300,00;C;;Nao;
2/3;25.04.2019;;002-Cheque;;12162;;;141134;1.243,00;D;;Sim;
1/2;24.08.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;02.09.2020;;870-Transferência recebida;02/09 1765   14677-3 PM CENTENARIO;99015;;;551765000014677;3.200,00;C;;Nao;
1/2;02.09.2020;;102-Cheque Compensado;;13079;1;1981;141301;3.189,41;D;;Sim;
1/2;02.09.2020;;345-BB CP Automatico S Publico;;;;;070;10,59;D;0,00 C;Nao;
1/2;04.09.2020;;870-Transferência recebida;04/09 1765   7852-2 PREF MUNIC CEN;99015;;;551765000007852;3.500,00;C;;Nao;
1/2;04.09.2020;;002-Cheque;;19222;;;141302;3.500,00;D;0,00 C;Sim;
1/2;09.09.2020;;870-Transferência recebida;09/09 1765   15661-2 F M SAUDE CENT;99015;;;551765000015661;3.300,00;C;;Nao;
1/2;09.09.2020;;002-Cheque;;12162;;;141304;3.500,00;D;;Sim;
1/2;09.09.2020;;855-BB CP Automatico S Publico;;;;;070;200,00;C;0,00 C;Nao;
1/2;10.09.2020;;870-Transferência recebida;10/09 1765   8004-7 PREF MUN DESE;99015;;;551765000008004;3.000,00;C;;Nao;
1/2;10.09.2020;;002-Cheque;;12162;;;141303;3.000,00;D;0,00 C;Sim;
1/2;11.09.2020;;870-Transferência recebida;11/09 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
1/2;11.09.2020;;870-Transferência recebida;11/09 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.500,00;C;;Nao;
1/2;11.09.2020;;002-Cheque;;12162;;;141307;2.075,00;D;;Sim;
1/2;11.09.2020;;102-Cheque Compensado;;13079;756;1981;141306;2.000,00;D;;Sim;
1/2;11.09.2020;;345-BB CP Automatico S Publico;;;;;070;3.425,00;D;0,00 C;Nao;
1/2;14.09.2020;;976-TED-Crédito em Conta;104 1148 75845503000167 PREF MUN CENTE;14175;;;537617487;5.000,00;C;;Nao;
1/2;14.09.2020;;102-Cheque Compensado;;13079;237;1981;141305;1.000,00;D;;Sim;
1/2;14.09.2020;;345-BB CP Automatico S Publico;;;;;070;4.000,00;D;0,00 C;Nao;
1/2;15.09.2020;;002-Cheque;;12162;;;141308;828,00;D;;Sim;
1/2;15.09.2020;;002-Cheque;;12162;;;141309;3.000,00;D;;Sim;
1/2;15.09.2020;;855-BB CP Automatico S Publico;;;;;070;3.828,00;C;0,00 C;Nao;
1/2;18.09.2020;;870-Transferência recebida;18/09 1765   18525-6 ASSOCIACAO DE;99015;;;551765000018525;3.000,00;C;;Nao;
1/2;18.09.2020;;002-Cheque;;12162;;;141311;2.780,24;D;;Sim;
1/2;18.09.2020;;345-BB CP Automatico S Publico;;;;;070;219,76;D;0,00 C;Nao;
1/2;26.06.2020;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;01.07.2020;;102-Cheque Compensado;;13079;1;1981;141340;4.600,00;D;;Sim;
1/2;01.07.2020;;855-BB CP Automatico S Publico;;;;;070;3.141,47;C;;Nao;
1/2;01.07.2020;;603-Cheque Devolvido sem Fundo;Cheque sem fundos - 1a apresentação;14079;;;141340;4.600,00;C;;Sim;
1/2;01.07.2020;;248-Estorno Resgate Automático;;;;;070;3.141,47;D;0,00 C;Nao;
1/2;02.07.2020;;870-Transferência recebida;02/07 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;4.600,00;C;;Nao;
1/2;02.07.2020;;870-Transferência recebida;02/07 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.800,00;C;;Nao;
1/2;02.07.2020;;002-Cheque;;12162;;;851801;3.790,00;D;;Sim;
1/2;02.07.2020;;202-Taxa BACEN Devolução Docum;Cobrança referente 02/07/2020;13113;;;141340;0,35;D;;Nao;
1/2;02.07.2020;;345-BB CP Automatico S Publico;;;;;070;4.609,65;D;0,00 C;Nao;
1/2;03.07.2020;;275-Tarifa Devolução de Cheque;Cobrança referente 02/07/2020;13113;;;831850700020385;72,00;D;;Sim;
1/2;03.07.2020;;855-BB CP Automatico S Publico;;;;;070;72,00;C;0,00 C;Nao;
1/2;08.07.2020;;002-Cheque;;12162;;;141340;4.600,00;D;;Sim;
1/2;08.07.2020;;855-BB CP Automatico S Publico;;;;;070;4.600,00;C;0,00 C;Nao;
1/2;10.07.2020;;870-Transferência recebida;10/07 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;5.200,00;C;;Nao;
1/2;10.07.2020;;002-Cheque;;12162;;;851804;600,00;D;;Sim;
1/2;10.07.2020;;002-Cheque;;12162;;;851805;1.600,00;D;;Sim;
1/2;10.07.2020;;345-BB CP Automatico S Publico;;;;;070;3.000,00;D;0,00 C;Nao;
1/2;13.07.2020;;002-Cheque;;12162;;;851806;3.420,78;D;;Sim;
1/2;13.07.2020;;855-BB CP Automatico S Publico;;;;;070;3.420,78;C;0,00 C;Nao;
1/2;15.07.2020;;102-Cheque Compensado;;13079;1;1981;851802;808,68;D;;Sim;
1/2;15.07.2020;;855-BB CP Automatico S Publico;;;;;070;808,68;C;0,00 C;Nao;
1/2;21.07.2020;;870-Transferência recebida;21/07 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;2.600,00;C;;Nao;
1/2;21.07.2020;;870-Transferência recebida;21/07 1765   3519-X PREF MUNIC CEN;99015;;;551765000003519;3.000,00;C;;Nao;
1/2;21.07.2020;;002-Cheque;;19222;;;851808;3.000,00;D;;Sim;
1/4;28.02.2019;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/4;01.03.2019;;870-Transferência recebida;;99015;;;551765000003519;3.000,00;C;;Nao;
1/4;01.03.2019;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
1/4;01.03.2019;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
1/4;01.03.2019;;870-Transferência recebida;;99015;;;551765000003519;4.050,00;C;;Nao;
1/4;01.03.2019;;870-Transferência recebida;;99015;;;551765000003519;3.000,00;C;;Nao;
1/4;01.03.2019;;002-Cheque;;19222;;;851649;4.050,00;D;;Sim;
1/4;01.03.2019;;002-Cheque;;12162;;;851651;3.000,00;D;;Sim;
1/4;01.03.2019;;002-Cheque;;19222;;;851652;3.000,00;D;;Sim;
1/4;01.03.2019;;002-Cheque;;12162;;;851653;2.000,00;D;;Sim;
1/4;01.03.2019;;002-Cheque;;19222;;;851654;2.000,00;D;0,00 C;Sim;
1/4;07.03.2019;;870-Transferência recebida;;99015;;;551765000003519;6.150,00;C;;Nao;
1/4;07.03.2019;;870-Transferência recebida;;99015;;;551765000007852;3.000,00;C;;Nao;
1/4;07.03.2019;;870-Transferência recebida;;99015;;;551765000012211;4.050,00;C;;Nao;
1/4;07.03.2019;;002-Cheque;;19640;;;851641;150,00;D;;Sim;
1/4;07.03.2019;;345-BB CP Administrat Supremo;;;;;070;13.050,00;D;0,00 C;Nao;
1/4;08.03.2019;;870-Transferência recebida;;99015;;;551765000007852;2.500,00;C;;Nao;
1/4;08.03.2019;;002-Cheque;;12162;;;851650;4.050,00;D;;Sim;
1/4;08.03.2019;;002-Cheque;;12162;;;851655;3.000,00;D;;Sim;
1/4;08.03.2019;;102-Cheque Compensado;;13079;1;1981;851643;2.500,00;D;;Sim;
1/4;08.03.2019;;855-BB CP Administrat Supremo;;;;;070;7.050,00;C;0,00 C;Nao;
1/4;11.03.2019;;976-TED-Crédito em Conta;;14175;;;8000615;245,12;C;;Nao;
1/4;11.03.2019;;002-Cheque;;12162;;;851658;900,00;D;;Sim;
1/4;11.03.2019;;855-BB CP Administrat Supremo;;;;;070;654,88;C;0,00 C;Nao;
1/4;12.03.2019;;002-Cheque;;12162;;;851656;2.000,00;D;;Sim;
1/4;12.03.2019;;002-Cheque;;12162;;;851657;2.500,00;D;;Sim;
1/4;12.03.2019;;855-BB CP Administrat Supremo;;;;;070;4.500,00;C;0,00 C;Nao;
1/4;13.03.2019;;870-Transferência recebida;;99015;;;551765000003519;15.000,00;C;;Nao;
1/4;13.03.2019;;870-Transferência recebida;;99015;;;551765000003519;2.128,40;C;;Nao;
1/4;13.03.2019;;870-Transferência recebida;;99015;;;551765000008004;2.716,65;C;;Nao;
1/4;13.03.2019;;002-Cheque;;12162;;;851659;1.170,00;D;;Sim;
